 #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
1463|Gaia DR2 6020749786201756288       |WV*|250.3199116392700 -35.6691063622200|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1464|V* V991 Sgr                        |WV*|269.4843238612999 -29.6021359229100|     ~   |     ~   |14.566   |     ~   |12.746   |~              |   9|   0
1465|V* V5599 Sgr                       |WV*|267.5895592699199 -29.9077655378000|     ~   |     ~   |19.500   |     ~   |16.436   |~              |   8|   0
1466|ATO J293.3043-10.0044              |WV*|293.3043422264013 -10.0044171815583|     ~   |     ~   |     ~   |15.572   |     ~   |~              |   2|   0
1467|V* CO Pup                          |WV*|126.5498158229200 -30.2856473592300|     ~   |11.86    |10.74    |     ~   |     ~   |~              |  30|   0
1468|[DHG2019] 236                      |WV*|233.99846 -56.36536                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1469|OGLE GD-T2CEP-308                  |WV*|286.74463 +04.57206                |     ~   |     ~   |     ~   |     ~   |17.792   |~              |   1|   0
1470|OGLE BLG-T2CEP-677                 |WV*|266.3111729781600 -25.2698716198500|     ~   |     ~   |18.493   |     ~   |15.971   |~              |   5|   0
1471|[BCM2019] b333 44 57589            |WV*|265.981151 -29.904726              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1472|OGLE LMC-T2CEP-164                 |WV*|084.5180144433500 -70.3414453841200|     ~   |17.52    |16.933   |16.35    |15.996   |~              |  12|   0
1473|[DHG2019] 756                      |WV*|262.28246 -32.87353                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1474|Gaia DR3 565137161224290944        |WV*|001.8365577768904 +80.2970959040867|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1475|[DHG2019] 423                      |WV*|249.93671 -47.49808                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1476|OGLE BLG-T2CEP-579                 |WV*|265.1285337526700 -24.6952064062700|     ~   |     ~   |18.258   |     ~   |16.107   |~              |   5|   0
1477|OGLE BLG-T2CEP-26                  |WV*|264.5313963176000 -21.2922045262500|     ~   |     ~   |19.237   |     ~   |16.858   |~              |   6|   0
1478|[DHG2019] 884                      |WV*|265.07658 -29.36469                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1479|ZTF J195044.38+345237.9            |WV*|297.68494 +34.87722                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1480|OGLE BLG-T2CEP-1328                |WV*|281.2924124573346 -25.9296202838967|     ~   |     ~   |     ~   |     ~   |12.258   |~              |   1|   0
1481|[DHG2019] 1151                     |WV*|269.45117 -23.47300                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1482|OGLE LMC107.2 14303                |WV*|078.8517104407000 -66.9815089195800|     ~   |     ~   |16.836   |     ~   |15.873   |~              |   7|   0
1483|[DHG2019] 859                      |WV*|264.63988 -31.07642                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1484|OGLE BLG-T2CEP-74                  |WV*|267.4232318485799 -30.7800897609100|     ~   |     ~   |19.822   |     ~   |16.601   |~              |   7|   0
1485|V* UX Lup                          |WV*|223.0440657822600 -45.9039812168200|     ~   |12.90    |13.30    |     ~   |     ~   |~              |   8|   0
1486|OGLE GD-T2CEP-227                  |WV*|219.30396 -56.24025                |     ~   |     ~   |15.308   |     ~   |13.484   |~              |   1|   0
1487|OGLE BLG-T2CEP-497                 |WV*|264.0971177819700 -25.2090570970600|     ~   |     ~   |20.417   |     ~   |17.230   |~              |   5|   0
1488|[BCM2019] b333 55 34708            |WV*|265.470463 -29.143107              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1489|OGLE BLG-T2CEP-830                 |WV*|269.0286895753699 -23.3822574165800|     ~   |     ~   |20.785   |     ~   |16.832   |~              |   5|   0
1490|[DHG2019] 890                      |WV*|265.13142 -30.95592                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1491|[DHG2019] 293                      |WV*|238.27617 -53.75158                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1492|[FRS2006] WeCAPP V17366            |WV*|010.648417 +41.312583              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1493|[DHG2019] 929                      |WV*|265.62067 -28.74128                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1494|[DHG2019] 762                      |WV*|262.49475 -32.88994                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1495|Gaia DR3 5938798069331563776       |WV*|255.8152426610075 -48.0274150197028|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1496|[BCM2019] b333 614 15167           |WV*|266.200617 -28.731809              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1497|OGLE GD-T2CEP-142                  |WV*|279.7853665305900 -06.4716973703300|     ~   |     ~   |     ~   |     ~   |14.556   |~              |   4|   0
1498|Gaia DR3 5977356047989579008       |WV*|256.7609965590083 -34.9043465035989|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1499|CRTS J113651.6-370709              |WV*|174.2156048935513 -37.1191672908006|     ~   |16.946   |15.864   |15.426   |     ~   |~              |   1|   0
1500|ZTF J194728.08+181816.5            |WV*|296.8670207795792 +18.3046450627356|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1501|[DHG2019] 904                      |WV*|265.33204 -29.88428                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1502|[VRJ2006] M31V-J00434740+4129188   |WV*|010.9475779558000 +41.4885769241200|     ~   |21.682   |20.946   |     ~   |     ~   |~              |   2|   0
1503|[DHG2019] 28                       |WV*|192.52908 -64.01375                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1504|V* V1950 Oph                       |WV*|260.4161390577821 -18.9492576616133|     ~   |13.93    |12.88    |12.64    |11.839   |~              |   7|   1
1505|V* VZ Tau                          |WV*|076.3094144508000 +21.7635883941500|     ~   |12.74    |12.16    |12.32    |     ~   |M4             |  12|   0
1506|CRTS J074100.8-574207              |WV*|115.2536244229000 -57.7020502317400|     ~   |13.473   |12.152   |     ~   |     ~   |~              |   9|   0
1507|Gaia DR3 4321984362628899712       |WV*|294.1780145884279 +16.8484418775136|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1508|Gaia DR3 5880892152015190144       |WV*|222.3845454116975 -57.7349300592267|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1509|V* V4032 Oph                       |WV*|256.1264138106596 -24.7705736996181|     ~   |16.04    |     ~   |     ~   |14.786   |~              |   6|   0
1510|[DHG2019] 672                      |WV*|260.76200 -39.60194                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1511|OGLE BLG-T2CEP-838                 |WV*|269.2701716275200 -27.2776137858500|     ~   |     ~   |     ~   |     ~   |18.257   |~              |   6|   0
1512|OGLE LMC-T2CEP-95                  |WV*|080.0409973308933 -68.3098044808631|     ~   |     ~   |17.873   |     ~   |17.009   |~              |   8|   0
1513|CRTS J053725.3-104554              |WV*|084.3559300955000 -10.7651871456600|     ~   |     ~   |     ~   |     ~   |16.411   |~              |   7|   0
1514|ATO J291.7319+01.5370              |WV*|291.7319596547517 +01.5370394051842|     ~   |     ~   |     ~   |15.006   |     ~   |~              |   2|   0
1515|OGLE LMC-SC13 30676                |WV*|076.2951345229400 -68.7964430876700|     ~   |16.69    |16.476   |16.37    |16.181   |~              |  10|   0
1516|OGLE BLG-T2CEP-636                 |WV*|265.7744473839500 -38.2820583552300|     ~   |     ~   |17.323   |     ~   |15.536   |~              |   5|   0
1517|V* V1040 Oph                       |WV*|248.3772110691700 -02.8372905116300|     ~   |     ~   |14.84    |     ~   |     ~   |~              |  11|   0
1518|OGLE SMC102.4 258                  |WV*|012.67517 -71.65511                |     ~   |     ~   |18.739   |     ~   |18.126   |~              |   7|   0
1519|V* AP Her                          |WV*|282.6155375529200 +15.9401859526700|12.09    |11.33    |10.87    |     ~   |     ~   |F2Ib/II        |  66|   0
1520|[BCM2019] b333 614 39658           |WV*|266.303181 -28.670912              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1521|[DHG2019] 868                      |WV*|264.76262 -32.48150                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1522|PSO J011.4990+41.8806              |WV*|011.49899560000 +41.88061413000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1523|ZTF J223042.30+582651.6            |WV*|337.6762523286508 +58.4476660825878|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1524|OGLE BLG-T2CEP-487                 |WV*|263.9991121534300 -26.4719355480100|     ~   |     ~   |21.107   |     ~   |17.969   |~              |   5|   0
1525|Gaia DR2 5946131429581661568       |WV*|265.3744966464100 -50.9974374484800|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1526|V* V1524 Sco                       |WV*|268.3660720323200 -30.3319832518200|     ~   |     ~   |17.640   |     ~   |16.130   |~              |   9|   0
1527|OGLE BLG184.7 133264               |WV*|270.7358483432200 -30.7095384386000|     ~   |     ~   |16.476   |     ~   |14.760   |~              |  13|   0
1528|Gaia DR3 4072966007081949568       |WV*|280.9471810826946 -26.9780417735831|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1529|2MASS J17223747-3429210            |WV*|260.65613300 -34.48918200          |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1530|OGLE LMC-T2CEP-96                  |WV*|080.0434579686900 -68.8108962727100|     ~   |     ~   |16.832   |     ~   |15.918   |~              |  12|   0
1531|SV* M 24                           |WV*|277.4813452637255 -15.3106819923983|     ~   |     ~   |     ~   |     ~   |13.137   |~              |   3|   0
1532|[BCM2019] b333 46 99772            |WV*|265.807407 -29.255693              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1533|PSO J010.4180+40.9502              |WV*|010.4180789392000 +40.9503162207900|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1534|OGLE BLG-T2CEP-747                 |WV*|267.4616174160000 -24.5171764376900|     ~   |     ~   |     ~   |     ~   |18.689   |~              |   5|   0
1535|OGLE GD-T2CEP-255                  |WV*|246.3773254702609 -47.2201314153861|     ~   |     ~   |19.788   |     ~   |15.785   |~              |   2|   0
1536|ZTF J191733.13+031858.8            |WV*|289.38807 +03.31635                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1537|CRTS J155424.4-231752              |WV*|238.6010750542600 -23.2981711369900|     ~   |     ~   |15.31    |     ~   |     ~   |~              |   3|   0
1538|OGLE LMC-SC12 37723                |WV*|076.3134186601913 -69.3691025323939|     ~   |     ~   |17.355   |     ~   |16.963   |~              |  10|   0
1539|[T66b] 103                         |WV*|262.3331881446000 -29.4654156958600|     ~   |     ~   |15.376   |     ~   |13.590   |~              |  10|   0
1540|OGLE BLG-T2CEP-1363                |WV*|276.7356258268741 -24.2774595516728|     ~   |     ~   |     ~   |     ~   |13.063   |~              |   1|   0
1541|V* V971 Aql                        |WV*|291.5199695265100 -10.9085936731400|     ~   |12.47    |11.84    |     ~   |     ~   |~              |  25|   0
1542|OGLE BLG-T2CEP-939                 |WV*|255.5139965715500 -34.6959626278500|     ~   |     ~   |     ~   |     ~   |15.324   |~              |   4|   0
1543|OGLE LMC116.5 329                  |WV*|076.2971522254350 -67.2125728761206|     ~   |     ~   |17.192   |     ~   |16.322   |~              |   8|   0
1544|[DHG2019] 899                      |WV*|265.27117 -31.11583                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1545|CRTS J131549.6-134245              |WV*|198.9567260953799 -13.7125889154200|     ~   |16.427   |15.618   |     ~   |     ~   |~              |   8|   0
1546|[BCM2019] b333 410 22655           |WV*|265.880634 -28.863399              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1547|V* V383 Sgr                        |WV*|282.8085036227300 -32.2553198108900|     ~   |12.80    |     ~   |     ~   |11.714   |~              |  10|   0
1548|V* XY Hyi                          |WV*|001.8273199229000 -74.4759858278400|     ~   |     ~   |16.365   |     ~   |15.560   |~              |   5|   0
1549|OGLE BLG-T2CEP-575                 |WV*|265.0882715974500 -24.0507515938500|     ~   |     ~   |17.351   |     ~   |14.930   |~              |   6|   0
1550|OGLE LMC-T2CEP-157                 |WV*|084.0108092609400 -69.4544427149100|     ~   |     ~   |17.050   |     ~   |16.045   |~              |  12|   0
1551|OGLE BLG-T2CEP-1050                |WV*|274.5383943784000 -21.6061515494100|     ~   |     ~   |     ~   |     ~   |15.559   |~              |   2|   0
1552|CRTS J152943.2-131052              |WV*|232.43049 -13.18108                |     ~   |     ~   |16.26    |     ~   |     ~   |~              |   4|   0
1553|[DHG2019] 276                      |WV*|237.17037 -54.27822                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1554|[DHG2019] 1194                     |WV*|270.15408 -20.92072                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1555|[DHG2019] 405                      |WV*|249.07229 -45.77500                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
